head ent	tail ent	pmi
3722	00904516561	0.37500259398598496
3722	00338008504	0.5995695608603252
3722	63653117103	0.7252831982386667
3722	00641040025	0.5813801082653552
3722	00074518211	0.20225054849499371
3722	58160087346	0.47548599500368033
3722	00067033062	0.7872321624695041
3722	51079025520	0.23348431864974448
3722	00406206890	1.123704399090717
3722	00006494300	0.03259989825887806
3722	00338004904	0.13200199770317353
3722	58177032304	0.7672314957628344
3722	63739002401	0.753055261442596
3722	63739008901	0.5508433844052738
3722	00409176230	0.07521649760517614
3722	00074455211	0.3189722128285956
3722	00338055002	0.48809269402476746
3722	00904404073	0.06273346535831634
8853	00904516561	0.23554992808015995
8853	00338008504	0.7644355856455239
8853	63653117103	0.6006044425333644
8853	58160087346	1.0364052937146973
8853	00067033062	1.139799591918981
8853	51079025520	0.19700780866458723
8853	00406206890	1.8065135154107708
8853	00006494300	0.17989077822256966
8853	00338004904	0.030845259445253733
8853	58177032304	0.8531214636174967
8853	63739002401	0.8671713716761102
8853	63739008901	0.8281873926171631
8853	00409176230	0.48389650787815236
8853	00074455211	0.06079798468412256
8853	00338055002	1.1082032161292572
8853	00904504561	0.11273445454291947
8855	00904516561	0.36927348420588235
8855	00338008504	0.7249602669732935
8855	63653117103	0.6650711081056462
8855	00641040025	1.7843296938486013
8855	00074518211	0.3637462592500787
8855	58160087346	1.39620311290271
8855	00067033062	1.2324960463552337
8855	51079025520	0.20207636328033776
8855	00406206890	1.6335068041140177
8855	00006494300	0.6487379530982113
8855	00338004904	0.2956390368996014
8855	58177032304	0.6892472358840162
8855	63739002401	0.5697104859059513
8855	63739008901	1.3483278618803554
8855	00409176230	0.0077035375936531925
8855	00338055002	0.9468925445956956
8855	00904404073	0.10504656010259425
3522	00409148402	0.3994552120900621
3522	00409793124	1.4651233450388175
3522	00182117089	0.5013030063284174
3522	00904404073	0.18352317895892015
3522	68094020462	0.5842174562736294
3522	00517570425	0.27117448054690146
3522	00121065721	0.16081721749795494
3522	00056016975	1.4560844163689473
3522	00054839224	0.6363909613152011
3522	63739027201	0.3617604536121103
3522	00338070341	0.3409001143821073
3522	00338001702	0.33056232417732107
3522	10019016312	0.4800480967154481
3522	00056017275	1.603222315855568
3522	00703270403	0.40841012515481223
3522	66689036430	0.31865503519307303
3522	00338004938	0.36750361228345957
3522	00002821501	0.39808388103246684
3522	00409490234	0.1898295543220984
3522	00409176230	0.14189076346398477
3522	00713016550	0.4650732715614104
3522	00409125830	0.23703881689864714
3522	00574705050	0.20129015278920287
3522	63323026965	0.2719701402480641
3522	63323016101	0.6229405853183845
3522	61553008348	0.32147435373955036
3522	00121054410	0.31250303997893164
3522	00338011704	0.21600567735477852
3522	00409126130	0.3546765987237054
3522	55390000401	0.09123999809266026
3522	00904526161	0.4358498887675278
3522	00409180001	0.5109623391092528
3522	63323026920	0.3715069035640798
3522	00409672924	0.16894763659578163
3522	00781345295	0.5541624059280105
3522	00409379501	0.552239771486277
3522	00074148402	0.2735033086798827
3522	00517460525	0.38291470484098666
3522	00074241612	1.0156666676491193
3522	54569523500	0.32200355399327685
3522	00056017075	1.1833132800642594
3522	00703450204	0.36766913409133595
3961	00409148402	0.487519544080631
3961	00409793124	0.09199200773637826
3961	00182117089	0.21748156503177424
3961	00904404073	0.2241379627334548
3961	68094020462	0.5149843415535029
3961	00517570425	0.17745143539768918
3961	00121065721	0.1941829486329254
3961	00056016975	0.27336330313696255
3961	00054839224	0.43378449427115773
3961	63739027201	0.42418971873247946
3961	00338070341	0.3535966114824428
3961	00338001702	0.3423251143937624
3961	10019016312	0.42292695809924846
3961	00056017275	0.014202598120090918
3961	00703270403	0.3932502847722018
3961	66689036430	0.21701770309206478
3961	00338004938	0.3971027891535397
3961	00002821501	0.4334228548825624
3961	00409490234	0.212812624320525
3961	00409176230	0.16363753097282738
3961	00713016550	0.50070915123092
3961	00409125830	0.20945218154254164
3961	00574705050	0.24196382648866974
3961	63323026965	0.3970510802695007
3961	63323016101	0.40093957096750116
3961	51079025520	0.04572053193127245
3961	42023012225	0.15691155383569377
3961	63481062375	0.041903290888579386
3961	61553008348	0.37066529011258226
3961	00121054410	0.3271413529747056
3961	00338011704	0.26439366615576687
3961	00409126130	0.4106596197240846
3961	55390000401	0.20601942371114795
3961	00904526161	0.39403308103896084
3961	00409180001	0.5317714952080596
3961	63323026920	0.3566651495764157
3961	00409672924	0.17653961536377752
3961	00781345295	0.5817556945744902
3961	00409379501	0.407773851100145
3961	00074148402	0.40444936815371746
3961	00517460525	0.47708151281152467
3961	00074241612	0.34947583303896085
3961	54569523500	0.3598591904010995
3961	00056017075	0.07820482025346251
3961	00703450204	0.4023014239132271
3615	51079090620	0.28639304922130243
3615	00121054410	0.32637470090210596
3615	63323061603	0.27720074322187926
3615	51079025520	0.04080663862806953
3615	00574705050	0.24177100038932017
3615	00517570225	0.38257782923524236
3615	51079045420	0.009446009062021947
3615	00409180001	0.5236233461315312
3615	00338070341	0.34744313348719996
3615	00029152611	0.4866718034071935
3615	00406051262	0.2826645944967511
3615	00121043130	0.412906499818777
3615	00713016550	0.4992409668804538
3615	55390034810	0.294201981889825
3615	68094020462	0.5000232804166284
3615	00338001702	0.3365172809308595
3615	63739027201	0.41943684838075224
3615	00904526161	0.38616776521567037
3615	00264310511	0.5437693016724386
3615	00409672924	0.17099081286911896
3615	00904404073	0.22285779877698614
3615	00409490234	0.20738437555492767
3615	10019001617	0.46584481317407056
3615	00641607325	0.4881048621715725
3615	43825010201	0.37578584050153985
3615	00056016975	0.0804001619533195
3615	00338004938	0.39201964440885567
3615	00002821501	0.42785709362477714
3615	00338004931	0.2174279859312081
3615	00409163802	0.32858608980489434
3615	54868416700	0.44204618979110644
3615	00944049101	0.30778364501700184
3615	00338355248	0.13026468828610632
3615	00904054460	0.039006928418065995
3615	00338011704	0.26057609204911064
3615	54569523500	0.35826386024214446
3615	00245004101	0.0514168147271063
3615	61553008348	0.34932342544856854
3615	00409148402	0.4822622715842837
3615	00406717162	0.2970846639014919
3615	63323022905	0.39210308586275505
3615	10019016312	0.41263151822382216
3615	00409189001	0.42523469070717085
3615	00338105102	0.2825041902777761
3615	08290036005	0.15390192333173597
3615	68516521402	0.46678086609975944
3615	63323038310	0.5798257369541135
3615	63323029766	0.4098804256867032
3722	51079075920	0.3800642443139904
3722	00904224461	0.08331760240365049
3722	63323026201	0.4005756042228893
3722	51079045420	0.12416243714683693
3722	00029152611	0.31362752105017416
3722	00006473900	0.2408555544391948
3722	66582041428	0.37228831040679594
3722	10432017002	0.2874111781713726
3722	68084008901	0.2746689188049727
3722	00071041724	0.44285474634117805
3722	51079000220	0.09244627353474086
3722	33332001201	0.20816061277762016
3722	51079088120	0.09514374325780094
3722	00904580861	0.3722883104067961
3722	51079045620	0.3726672561841907
3722	00245004101	0.0473620647826439
3722	00338105102	0.12210336994261972
3613	51079090620	0.22399779171262332
3613	00121054410	0.3203069674967931
3613	63323061603	0.2616463315265825
3613	51079025520	0.05025271311042535
3613	00574705050	0.23927518127757313
3613	00517570225	0.3622854194791191
3613	00409180001	0.5301803880436654
3613	00338070341	0.3426373985122759
3613	00029152611	0.4251093308060787
3613	00406051262	0.29193368722546387
3613	00121043130	0.4128524785053292
3613	00713016550	0.4750974850521374
3613	55390034810	0.3262003548176616
3613	68094020462	0.498678852532712
3613	00338001702	0.3322996083074896
3613	63739027201	0.41390940436757395
3613	00904526161	0.3964357193255523
3613	00264310511	0.48354921756136154
3613	00409672924	0.16668637173701334
3613	00904404073	0.2206892830658223
3613	00409490234	0.20420773615774074
3613	10019001617	0.49477082432503505
3613	00641607325	0.4440525730815651
3613	43825010201	0.3258893363893063
3613	00338004938	0.38942899975448475
3613	00002821501	0.4224636419123955
3613	00338004931	0.2230169139175403
3613	00409163802	0.3524987270197597
3613	54868416700	0.4841120217135139
3613	00944049101	0.3761427470841632
3613	00338355248	0.10818496795588695
3613	00904054460	0.03154972695538882
3613	00338011704	0.25920678657276763
3613	63323047401	0.014338409720086277
3613	54569523500	0.35748261711735574
3613	00245004101	0.025547416720697734
3613	61553008348	0.3408652635214116
3613	00409148402	0.44573904339312753
3613	00406717162	0.3631976556067334
3613	63323022905	0.4499172747533018
3613	10019016312	0.4147480431908884
3613	00409189001	0.4232609612187441
3613	00338105102	0.3276655694972397
3613	08290036005	0.14302331575633748
3613	68516521402	0.4134519179207999
3613	63323038310	0.5533349104527733
3613	63323029766	0.369447164320694
3961	51079090620	0.3270551874116925
3961	63323061603	0.3269105479135812
3961	00517570225	0.4328215497265469
3961	51079045420	0.07918773549039045
3961	00029152611	0.41507522581783407
3961	00406051262	0.288351328026111
3961	00121043130	0.4356589586439995
3961	55390034810	0.3798435573515172
3961	00264310511	0.5706040115187139
3961	10019001617	0.49831035821712666
3961	00641607325	0.5028968391403609
3961	43825010201	0.40212106583105584
3961	51079000220	0.01833470695807171
3961	00338004931	0.1827481131666387
3961	00409163802	0.29110851554633366
3961	54868416700	0.5397867130110306
3961	00944049101	0.31243055314332185
3961	00338355248	0.05578115498619817
3961	00904054460	0.030698315531084132
3961	00245004101	0.08551949323076061
3961	00406717162	0.3630499386070439
3961	63323022905	0.3278893551131585
3961	00409189001	0.44283451987358696
3961	00338105102	0.2894285477274861
3961	08290036005	0.12252873159646
3961	68516521402	0.5108677214503348
3961	63323038310	0.6018771188536844
3961	63323029766	0.45297881012117697
8856	51079075920	0.4570738963924515
8856	51079025520	0.20097360484465304
8856	00904224461	0.07125184225201714
8856	63323026201	0.3643467405131034
8856	51079045420	0.08188642368437932
8856	00029152611	0.26483682656652296
8856	00006473900	0.2784505306108716
8856	00904404073	0.14431590089112054
8856	00409490234	0.017707900750705146
8856	66582041428	0.255423439953266
8856	63739002401	0.5655308431281847
8856	00904516561	0.37390665981713733
8856	10432017002	0.26238861197713786
8856	68084008901	0.38376688543493415
8856	00071041724	0.5956534428367507
8856	51079000220	0.2090687301433178
8856	33332001201	0.2517345878685372
8856	51079088120	0.21717078108661972
8856	00904580861	0.39462057011346596
8856	51079045620	0.2788488005316232
8856	00245004101	0.20296085153157006
8856	00338105102	0.10473053770232867
3612	08290036005	0.22266545082196282
3612	00088222033	0.32334082979531265
3612	00409672924	0.16519536923527697
3612	63323029730	0.36995899964714846
3612	00713016550	0.5025789428258381
3612	00002821501	0.4244090689092402
3612	63323029766	0.3882167510701727
3612	51079025520	0.03155791599514158
3612	00338004938	0.38468928105692995
3612	00245004101	0.028134669376943935
3612	00338011704	0.25464358503406126
3612	00264751010	0.19251088040113595
3612	00904404073	0.21600032111124512
3612	00517570225	0.3207627759724773
3612	00121043130	0.39666784888108
3612	00574705050	0.24370983885605957
3612	00406051262	0.25911169276765494
3612	55390000401	0.18604984324897855
3612	68084007001	0.17428336664187052
3612	61553008348	0.3436565353561681
3612	68516521402	0.48815577134584265
3612	00409490234	0.2010029371782696
3612	11523726808	0.2132166098876781
3612	00338070341	0.34151062647215064
3612	43825010201	0.36837089965838776
3612	00904526161	0.3689099603491414
3612	00338105102	0.24952082661232228
3612	51079090620	0.3363214113022948
3612	00409189001	0.38300446714618336
3612	17478093401	0.2673737897078824
3612	67467064301	0.02435278721823058
3612	00409117630	0.5687257054592847
3612	00641607325	0.4570670981495781
3612	54569523500	0.35137976939305626
3612	51079077120	0.007013834385497761
3612	59762503101	0.9852135828581995
3612	68094020462	0.4889076637372138
3612	00944049101	0.272363820022417
3612	63323038310	0.5619649592613626
3612	00338001704	0.11805553956168888
3612	00264310511	0.5391666050958634
3612	00338001702	0.33424503530433464
3612	10019016312	0.4038658227444532
3612	51079007320	0.23125911539774205
3612	51079097220	0.5859251466417641
3612	63739027201	0.4163928418147985
3612	63323022905	0.47270107099998454
3612	00121054410	0.330740443304533
3612	00409148402	0.5032083976277008
3615	00088222033	0.27024117797986763
3615	63323029730	0.16766407953239915
3615	00264751010	0.2758675751877856
3615	55390000401	0.18757542265978397
3615	11523726808	0.12313988079590463
3615	17478093401	0.21866916834660674
3615	00409117630	0.5956410893409824
3615	00409610204	0.057546334888768064
3615	51079077120	0.0992975657815898
3615	59762503101	0.029146860367069954
3615	00338001704	0.09368538150464095
3615	51079007320	0.24646525919812093
3615	51079097220	0.5900010385536391
3961	00088222033	0.2664591864151887
3961	63323029730	0.18758418218467346
3961	00264751010	0.29827175299858333
3961	11523726808	0.08918564480942036
3961	17478093401	0.37048565413375306
3961	00409117630	0.5744031194997494
3961	00409610204	0.06064147785230218
3961	59762503101	0.20977504339276187
3961	00338001704	0.06575143508386098
3961	51079007320	0.20873949979216724
3961	51079097220	0.5065032301642246
7569	00338011704	1.229331403757449
7569	00182845389	2.813428756372892
7569	00182864389	2.879855177875067
7569	00904224461	1.5190992490203112
7569	00168004631	3.9970449598753106
7569	63323001201	3.9379147960213174
7569	66553000401	3.3069544324793245
7569	00574705050	1.838253525892227
7569	00054815624	4.230051218822479
7569	66689036430	1.6916705555526206
7569	00802396216	4.212809412387973
7569	63481062375	1.564348565549361
7569	00406035762	0.05182517261967608
7569	00182181089	3.532198147225121
734	00338011704	1.1985783910442853
734	00182845389	2.8118927603449793
734	00182864389	2.759444641625428
734	00904224461	1.4019999740743283
734	00168004631	3.95247212899759
734	63323001201	3.9515019615676263
734	66553000401	3.18513227057691
734	00574705050	1.7320097337065863
734	00054815624	3.879491425591354
734	66689036430	1.7507923208085947
734	00802396216	3.8730605352610636
734	63481062375	1.5760577962714695
734	00406035762	0.8326674908796518
734	00182181089	3.5616243768011753
3614	51079090620	0.3406464192343072
3614	00029152611	0.5627728934090521
3614	00088222033	0.36152868896375157
3614	00338355248	0.1757074286169561
3614	51079081120	0.9225679646840281
3614	63739027201	0.3918512420938333
3614	00904526161	0.3987790172720991
3614	00574705050	0.21231676418599293
3614	10019001617	0.3917689777498362
3614	00517570225	0.4364231192589072
3614	55390000401	0.12202167266323859
3614	00054839224	0.5818465269602309
3614	00703450204	0.3967507232481856
3614	63323022905	0.4229588576617214
3614	00338004938	0.3652065624817791
3614	00002821501	0.4033914306160057
3614	10019017644	0.10923678693016114
3614	51079025520	0.01094397557990188
3614	63323061603	0.2992264355725733
3614	51079060420	0.9129985136678773
3614	00781155613	0.17515115419002522
3614	00338001702	0.31322739701109986
3614	43825010201	0.2515515242313117
3614	00409128331	0.12575942756596187
3614	00409379501	0.43683259172760536
3614	00409490234	0.17998529888503495
3614	00406051262	0.2442162107595597
3614	00409672924	0.14417773094204253
3614	00713016550	0.44016787373213695
3614	55390034810	0.3074275223125206
3614	00121043130	0.37265488150863574
3614	00409180001	0.5146868128782583
3614	51079097320	1.172509709152962
3614	00904777261	0.26083421573085913
3614	00781305714	0.03118230088323363
3614	00409148402	0.44586158490421773
3614	00121054410	0.2751331105138715
3614	10019002902	0.29034593186314
3614	10019016312	0.4289352676621738
3614	00264751010	0.6004844655149147
3614	00338004931	0.031022576319030926
3614	00409163802	0.3186198670836055
3614	00338011704	0.2366981457777968
3614	51079029420	0.3871837496372546
3614	00338070341	0.32356518721588623
3614	61553008348	0.33051690099545156
3614	51079041720	0.5884118842806454
3614	08290036005	0.12983109442890506
3614	00409117830	0.36958999152399497
3614	54569523500	0.33497397632238474
3614	00517570425	0.17986485236729038
3614	51079097220	0.6372237878168107
3614	00904404073	0.20651832205936782
3614	00781345295	0.4152247287591446
3614	68094020462	0.483675415105819
3614	00409176230	0.22980328733904115
3614	63323038310	0.5034121162409442
3614	63323026965	0.3307543912000969
3615	51079081120	0.39093690497257244
3615	00054839224	0.458177455555527
3615	00703450204	0.4086568107873011
3615	10019017644	0.3156291726269469
3615	51079060420	0.17372808917817736
3615	00409379501	0.4198659320893062
3615	51079097320	0.7015032712579415
3615	00904777261	0.20005102339041989
3615	10019002902	0.5448299192482893
3615	51079029420	0.008427045393452758
3615	51079041720	0.013076390334461032
3615	00409117830	0.48276227715489456
3615	00517570425	0.16612573721985777
3615	00781345295	0.5350170062362348
3615	00409176230	0.1722513475856639
3615	63323026965	0.4033295147984139
3961	51079081120	0.3379502368167593
3961	10019017644	0.3377398566590399
3961	51079060420	0.09199200773637826
3961	51079097320	0.5878919812856932
3961	00904777261	0.22335895182757426
3961	10019002902	0.5279463799860514
3961	51079041720	0.0010202295306515966
3961	00409117830	0.43756594211311883
741	00703450204	1.5203168227380923
741	00409379501	3.2445158411736266
741	00406051262	1.345807462375828
741	00182864389	2.5326257920272237
741	00168004631	3.6366069654657047
741	00904224461	1.11704917345489
741	66553000401	2.9235442834179803
741	00904585461	3.443243400243178
741	00338011704	0.9898075441686482
741	10019002902	2.6115116286944637
741	00121043130	1.6882987127378617
741	61553074004	3.337537500520797
741	00904198861	2.4565469379825893
741	00781305714	2.2105988297031685
741	49281040015	3.8408853082588124
741	00574705050	1.4871386008949639
0066	00536407701	0.6573788921637228
0066	63323026201	0.7458839372031117
0066	51079025520	0.4137816983535492
0066	00904198861	0.24922164315192763
0066	17714001110	1.3282153015513298
0066	00409779362	0.6243156533837935
0066	00172375810	0.7532541051244473
0066	00310075239	0.7298405481000977
0066	00121174410	0.02118918100418729
0066	00904224461	0.19677625375226954
0066	68462014645	0.9719071730474127
0066	00904530661	0.5041100520850911
0066	58177020211	0.41987199057109914
0066	33332001001	0.6358463744077291
0066	00338004304	1.408126515942904
0066	63653117103	1.3877487063934377
0066	00904516561	0.7034083159072024
0066	00409491134	1.2067433998061052
0066	58177022211	0.8100618710591121
3607	00536407701	0.7639417955646411
3607	63323026201	0.7895257934734159
3607	51079025520	0.451186533704968
3607	00904198861	0.356367127402414
3607	17714001110	1.4132789528913219
3607	00409779362	0.5936774352712267
3607	00172375810	0.7360389073440213
3607	00310075239	0.8815238867814859
3607	00904224461	0.1840977020378953
3607	68462014645	1.0102618264217975
3607	00904530661	0.5261155674579464
3607	58177020211	0.2567922981980356
3607	33332001001	0.6242563512658569
3607	00338004304	1.471289368800235
3607	63653117103	1.4223968254905472
3607	00904516561	0.686639945658786
3607	00409491134	1.2433139313869883
3607	58177022211	0.6616406172901622
0045	00536407701	0.416107863742106
0045	63323026201	0.757549180466971
0045	51079025520	0.4069822215513498
0045	00904198861	0.2227259163740043
0045	17714001110	1.378581610909701
0045	00409779362	0.6234623572192076
0045	00172375810	0.5671876310499264
0045	00310075239	0.6788719648034488
0045	00121174410	0.06368632571321542
0045	00904224461	0.19790210428427552
0045	68462014645	1.0966424159934127
0045	00904530661	0.23890625745184613
0045	58177020211	0.40098086317839504
0045	33332001001	0.6202797181619959
0045	00338004304	1.44777600803942
0045	63653117103	1.4173226617202666
0045	00904516561	0.6919623781332779
0045	00409491134	1.1886159226986983
0045	58177022211	0.6657831086248053
0040	00536407701	0.38446615405678863
0040	63323026201	0.7177411972892648
0040	51079025520	0.4039411266992475
0040	00904198861	0.19226414782853546
0040	17714001110	1.2936391294976017
0040	00409779362	0.6134492652606679
0040	00172375810	0.7059389072932897
0040	00310075239	0.7432103020905214
0040	00121174410	0.050063121530576134
0040	00904224461	0.1870223860473871
0040	68462014645	1.060204534044602
0040	00904530661	0.48958467707692427
0040	58177020211	0.3799088349827654
0040	33332001001	0.6462355002600146
0040	00338004304	1.3632569822237433
0040	63653117103	1.3588696945842922
0040	00904516561	0.6665902814615555
0040	00409491134	1.1531100072665514
0040	58177022211	0.7975257547136915
8856	00536407701	0.2841544250598262
8856	10019017644	0.006861456786700084
8856	17714001110	0.47545902384667726
8856	00409779362	0.5232576168515078
8856	00172375810	0.30829293842154903
8856	00310075239	0.46425687325800474
8856	00121174410	0.12474973294163791
8856	68462014645	0.5975299680637077
8856	00904530661	0.20965325305643093
8856	58177020211	0.07803833331986569
8856	33332001001	0.2396131533160023
8856	00338004304	0.5608234717849803
8856	63653117103	0.5412790249475079
8856	00409491134	0.63761582672353
8856	58177022211	0.6345712397440569
3521	10019001617	0.5583471548935882
3521	00517570425	0.21717932162831127
3521	51079025520	0.02996158535852724
3521	00409180001	0.5171549702919933
3521	51079087101	0.18618772322415864
3521	00904404073	0.20316006167092318
3521	00338070341	0.34414134626910964
3521	66689036430	0.1420014309354862
3521	68094020462	0.5127882113662174
3521	00338105102	0.2593265465376892
3521	00056017075	0.387360220164107
3521	63323026920	0.37962332372342067
3521	00904526161	0.3773816407568861
3521	63739027201	0.4088382620324119
3521	00338004938	0.3839694844108216
3521	00002821501	0.4221543525450482
3521	00781345295	0.6483534348585944
3521	54569523500	0.33911140903244835
3521	00406051262	0.2751981368350124
3521	63323026965	0.37520856058027563
3521	00182117089	0.09706421908907656
3521	00338001702	0.3319903189401423
3521	00409302401	0.8624710977320994
3521	00409490234	0.20056145793825833
3521	10019016312	0.4221267450815768
3521	00703270403	0.3387523598957822
3521	63323061401	0.07067483610231436
3521	00409176230	0.16204218181893223
3521	00703450204	0.40212110258847955
